Age,Condition,Subject,Recall,Omission,Commission,Commission_Old,Commission_New,Recall Err,Recall_Err_2,Krinsky_Recall,FOK,Recog,Hit,RecogHit,Recog_Type,CJ,HCFA,Category,Target,Target Typ,Word2,Word2 Typ,Word3,Word3 Typ,Word4,Word4 Typ,Alt1,Alt1 Typ,Alt2,Alt2 Typ,Alt3,Alt3 Typ,Recog_choice_typ,Coding,Compliance,MemAid RT,Luce_Target,Luce_Word2,Luce_Word3,Luce_Alt2,Luce_Alt3,Luce_Max_Choice,Luce_Variance,Luce_Variance2,Luce_Choice,Luce_Choice2,Target_degree,Target_clustering,Word2_degree,Word2_clustering,Word3_degree,Word3_clustering,Alt2_degree,Alt2_clustering,Alt3_degree,Alt3_clustering,Recog_choice_degree,Recog_choice_clustering,Target_degree_gmcenter,Target_clustering_gmcenter,Choice_degree_gmcenter,Choice_clustering_gmcenter
YA,Shared,157,1,0,0,0,0,Correct,Correct,Correct,60,0,Word2,3,FA_Old,30,1,Building for Religious Services,Cathedral,0.2,Synagogue,0.54,Sanctuary,0.05,Mosque,0.41,Temple,0.67,Chapel,0.18,Monastery,0.07,0.54,s,1,5206,0.192307692,0.519230769,0.048076923,0.173076923,0.067307692,0.519230769,0.03877,0.05772381,0.519230769,0.254716981,0.25,0.17,,,0.35,0.16,0.25,0.35,,,0,0,0.027473446,-0.006142534,-0.176733777,-0.136250225
YA,Shared,157,0,1,0,0,0,Omm,Omm,Omm,40,0,Alt3,2,FA_New,20,0,Carpenter's Tools,Drill,0.23,Screwdriver,0.48,Saw,0.57,Level,0.13,Wrench,0.2,Tape measure,0.12,Sander,0.1,0.1,s,1,9538,0.153333333,0.32,0.38,0.08,0.066666667,0.38,0.04565,0.035180952,0.066666667,0.054644809,0.33,0.05,0.25,0.29,0.25,0.08,,,,,0,0,0.107473446,-0.126142534,-0.176733777,-0.136250225
YA,Shared,157,0,1,0,0,0,Omm,Omm,Omm,69,0,Alt3,2,FA_New,80,1,Elective Office,Treasurer,0.23,Governor,0.43,Mayor,0.41,Senator,0.55,Vice president,0.53,Representative,0.23,Judge,0.06,0.06,s,1,5881,0.169117647,0.316176471,0.301470588,0.169117647,0.044117647,0.316176471,0.02312,0.032547619,0.044117647,0.024590164,,,0.31,0.13,0.33,0.17,0.35,0.12,0.33,0.07,0.33,0.07,,,0.153266223,-0.066250225
YA,Shared,157,0,1,0,0,0,Omm,Omm,Omm,65,0,Word2,3,FA_Old,90,1,Fish,Goldfish,0.44,Flounder,0.18,Swordfish,0.15,Catfish,0.27,Salmon,0.51,Tuna,0.25,Blowfish,0.07,0.18,s,1,6391,0.403669725,0.165137615,0.137614679,0.229357798,0.064220183,0.403669725,0.01957,0.024890476,0.165137615,0.096256684,0.26,0.16,,,0.39,0.18,0.2,0.23,,,0,0,0.037473446,-0.016142534,-0.176733777,-0.136250225
YA,Shared,157,0,1,0,0,0,Omm,Omm,Omm,30,1,Target,1,Correct,20,0,Footwear,Slipper,0.22,High heels,0.4,Boot,0.58,Flip flop,0.32,Tennis,0.35,Running,0.15,Sneaker,0.32,0.22,s,1,8393,0.131736527,0.239520958,0.347305389,0.089820359,0.191616766,0.347305389,0.02798,0.018728571,0.131736527,0.094017094,0.24,0.15,,,0.28,0.08,,,0.31,0.2,0.24,0.15,0.017473446,-0.026142534,0.063266223,0.013749775
YA,Shared,157,0,1,0,0,0,Omm,Omm,Omm,20,1,Target,1,Correct,25,0,Four-footed animal,Deer,0.23,Cow,0.35,Goat,0.13,Horse,0.52,Zebra,0.13,Lion,0.41,Bear,0.37,0.23,s,1,4698,0.154362416,0.234899329,0.087248322,0.275167785,0.248322148,0.275167785,0.01332,0.021728571,0.154362416,0.107476636,0.26,0.09,0.21,0.09,0.24,0.07,0.2,0.1,0.27,0.05,0.26,0.09,0.037473446,-0.086142534,0.083266223,-0.046250225
YA,Shared,157,0,1,0,0,0,Omm,Omm,Omm,50,0,Alt2,2,FA_New,10,0,Fruit,Grape,0.52,Orange,0.86,Peach,0.4,Pineapple,0.26,Banana,0.71,Pear,0.5,Strawberry,0.4,0.5,s,1,4629,0.194029851,0.320895522,0.149253731,0.186567164,0.149253731,0.320895522,0.03588,0.041414286,0.186567164,0.136986301,0.23,0.16,0.2,0.06,0.25,0.19,0.21,0.17,0.22,0.31,0.21,0.17,0.007473446,-0.016142534,0.033266223,0.033749775
YA,Shared,157,1,0,0,0,0,Correct,Correct,Correct,30,0,Alt2,2,FA_New,20,0,Fuel,Coal,0.2,Electricity,0.11,Diesel,0.38,Oil,0.33,Natural gas,0.12,Solar,0.14,Propane,0.1,0.14,s,1,5987,0.215053763,0.11827957,0.408602151,0.150537634,0.107526882,0.408602151,0.01328,0.012890476,0.150537634,0.101449275,0.25,0.12,0.24,0.11,0.22,0.43,0.15,0.19,,,0.15,0.19,0.027473446,-0.056142534,-0.026733777,0.053749775
YA,Shared,157,0,0,1,1,0,Comm1,Comm,Correct,62,0,Word2,3,FA_Old,30,1,Gardener's Tools,Clippers,0.06,Rake,0.62,Spade,0.16,Hoe,0.69,Glove,0.27,Seed,0.07,Water hose,0.07,0.62,s,1,7744,0.06122449,0.632653061,0.163265306,0.071428571,0.071428571,0.632653061,0.05783,0.072457143,0.632653061,0.319587629,,,,,0.25,0.19,0.34,0.12,0.23,0.13,0,0,,,-0.176733777,-0.136250225
YA,Shared,157,0,1,0,0,0,Omm,Omm,Omm,10,0,Alt2,2,FA_New,0,0,Herb,Cilantro,0.07,Parsley,0.23,Rosemary,0.22,Thyme,0.27,Oregano,0.39,Cinnamon,0.07,Garlic,0.18,0.07,s,1,3260,0.090909091,0.298701299,0.285714286,0.090909091,0.233766234,0.298701299,0.00623,0.012728571,0.090909091,0.048951049,,,0.26,0.24,,,,,0.31,0.18,0,0,,,-0.176733777,-0.136250225
YA,Shared,157,0,1,0,0,0,Omm,Omm,Omm,45,1,Target,1,Correct,30,0,Insect,Moth,0.15,Beetle,0.31,Bee,0.41,Ant,0.57,Wasp,0.17,Spider,0.43,Fly,0.61,0.15,s,1,7390,0.078534031,0.162303665,0.214659686,0.22513089,0.319371728,0.319371728,0.02852,0.032380952,0.078534031,0.056603774,0.31,0.12,0.27,0.23,0.2,0.11,0.26,0.09,0.31,0.07,0.31,0.12,0.087473446,-0.056142534,0.133266223,-0.016250225
YA,Shared,157,0,0,1,1,0,Comm1,Comm,Correct,30,0,Word2,3,FA_Old,30,1,Kitchen Utensil,Pan,0.22,Whisk,0.15,Spoon,0.93,Pot,0.2,Knife,0.95,Spatula,0.55,Ladle,0.14,0.15,s,1,6212,0.110552764,0.075376884,0.467336683,0.27638191,0.070351759,0.467336683,0.11647,0.131980952,0.075376884,0.047770701,0.28,0.15,0.25,0.2,0.18,0.13,0.33,0.19,0.24,0.25,0.25,0.2,0.057473446,-0.026142534,0.073266223,0.063749775
YA,Shared,157,0,1,0,0,0,Omm,Omm,Omm,10,0,Alt2,2,FA_New,5,0,Liquid,Soda,0.52,Juice,0.52,Milk,0.35,Water,1,Tea,0.1,Oil,0.12,Alcohol,0.15,0.12,s,1,3514,0.313253012,0.313253012,0.210843373,0.072289157,0.090361446,0.313253012,0.03727,0.103661905,0.072289157,0.043478261,0.2,0.12,0.19,0.1,0.24,0.06,0.27,0.05,0.27,0.11,0.27,0.05,-0.022526554,-0.056142534,0.093266223,-0.086250225
YA,Shared,157,0,0,1,1,0,Comm1,Comm,Correct,50,0,Word3,3,FA_Old,40,1,Member of Clergy,Monk,0.09,Cardinal,0.2,Deacon,0.18,Pastor,0.19,Bishop,0.33,Nun,0.29,Rabbi,0.1,0.18,s,1,6484,0.104651163,0.23255814,0.209302326,0.337209302,0.11627907,0.337209302,0.00667,0.00792381,0.209302326,0.130434783,0.27,0.11,,,,,0.24,0.12,,,0,0,0.047473446,-0.066142534,-0.176733777,-0.136250225
YA,Shared,157,0,1,0,0,0,Omm,Omm,Omm,25,0,Alt2,2,FA_New,20,0,Metal,Aluminum,0.43,Titanium,0.17,Iron,0.57,Silver,0.55,Copper,0.53,Tin,0.15,Steel,0.62,0.15,s,1,4133,0.221649485,0.087628866,0.293814433,0.077319588,0.319587629,0.319587629,0.04822,0.037680952,0.077319588,0.049668874,,,,,0.35,0.06,0.19,0.07,0.29,0.07,0.19,0.07,,,0.013266223,-0.066250225
YA,Shared,157,0,1,0,0,0,Omm,Omm,Omm,10,0,Alt2,2,FA_New,10,0,Musical Instrument,Saxophone,0.46,Piano,0.6,Tuba,0.33,Violin,0.44,Clarinet,0.46,Trumpet,0.55,Cello,0.21,0.55,s,1,4465,0.213953488,0.279069767,0.153488372,0.255813953,0.097674419,0.279069767,0.02565,0.017228571,0.255813953,0.180327869,0.22,0.32,0.27,0.1,,,0.25,0.22,0.23,0.39,0.25,0.22,-0.002526554,0.143857466,0.073266223,0.083749775
YA,Shared,157,0,1,0,0,0,Omm,Omm,Omm,30,0,Alt2,2,FA_New,30,1,Natural Earth Formation,Canyon,0.2,Glacier,0.08,Cave,0.08,Hill,0.26,Volcano,0.35,Valley,0.3,Ocean,0.35,0.3,s,1,9976,0.198019802,0.079207921,0.079207921,0.297029703,0.346534653,0.346534653,0.01532,0.013414286,0.297029703,0.185185185,0.26,0.12,,,0.25,0.08,0.33,0.12,0.23,0.09,0.33,0.12,0.037473446,-0.056142534,0.153266223,-0.016250225
YA,Shared,157,1,0,0,0,0,Correct,Correct,Correct,20,0,Word3,3,FA_Old,30,1,Non-alcoholic Beverage,Juice,0.52,Lemonade,0.23,Apple juice,0.2,Soda,0.42,Coffee,0.24,Milk,0.46,Orange juice,0.33,0.2,s,1,6062,0.298850575,0.132183908,0.114942529,0.264367816,0.189655172,0.298850575,0.01957,0.01582381,0.114942529,0.083333333,0.19,0.1,0.21,0.14,,,0.24,0.06,,,0,0,-0.032526554,-0.076142534,-0.176733777,-0.136250225
YA,Shared,157,0,1,0,0,0,Omm,Omm,Omm,10,1,Target,1,Correct,40,0,Occupation,Dentist,0.12,Engineer,0.1,Secretary,0.1,Carpenter,0.05,Accountant,0.13,Cook,0.07,Banker,0.05,0.12,s,1,9174,0.272727273,0.227272727,0.227272727,0.159090909,0.113636364,0.272727273,0.00077,0.001047619,0.272727273,0.193548387,0.21,0.14,0.34,0.09,0.29,0.09,0.3,0.1,0.35,0.16,0.21,0.14,-0.012526554,-0.036142534,0.033266223,0.003749775
YA,Shared,157,0,0,1,1,0,Comm1,Comm,Correct,60,0,Word2,3,FA_Old,20,0,Part of a Building,Stairs,0.39,Floor,0.44,Door,0.59,Basement,0.25,Wall,0.42,Roof,0.4,Ceiling,0.27,0.44,s,1,7044,0.186602871,0.210526316,0.282296651,0.19138756,0.129186603,0.282296651,0.01327,0.012895238,0.210526316,0.15942029,0.23,0.13,0.25,0.06,0.23,0.07,0.23,0.09,0.21,0.11,0.25,0.06,0.007473446,-0.046142534,0.073266223,-0.076250225
YA,Shared,157,0,1,0,0,0,Omm,Omm,Omm,30,0,Word3,3,FA_Old,0,0,Part of the Human Body,Eye,0.59,Nose,0.53,Leg,0.87,Foot,0.45,Finger,0.61,Arm,0.82,Head,0.61,0.87,s,1,7383,0.17251462,0.15497076,0.254385965,0.239766082,0.178362573,0.254385965,0.02278,0.022966667,0.254385965,0.194196429,0.25,0.06,0.28,0.06,0.25,0.08,0.27,0.06,0.36,0.04,0.25,0.08,0.027473446,-0.116142534,0.073266223,-0.056250225
YA,Shared,157,0,0,1,1,0,Comm1,Comm,Correct,60,0,Word2,3,FA_Old,30,1,Precious Stone,Emerald,0.51,Ruby,0.78,Pearl,0.22,Gold,0.14,Sapphire,0.49,Topaz,0.12,Opal,0.18,0.78,s,1,5054,0.281767956,0.430939227,0.121546961,0.066298343,0.099447514,0.430939227,0.07712,0.062147619,0.430939227,0.319672131,,,0.16,0.43,0.28,0.16,,,,,0.16,0.43,,,-0.016733777,0.293749775
YA,Shared,157,0,1,0,0,0,Omm,Omm,Omm,20,0,Word3,3,FA_Old,20,0,Science,Geology,0.17,Biology,0.9,Anatomy,0.12,Chemistry,0.8,Earth,0.14,Astronomy,0.21,Physics,0.58,0.12,s,1,4751,0.085858586,0.454545455,0.060606061,0.106060606,0.292929293,0.454545455,0.11243,0.112557143,0.060606061,0.04109589,0.25,0.17,0.26,0.09,,,0.16,0.37,0.29,0.08,0,0,0.027473446,-0.006142534,-0.176733777,-0.136250225
YA,Shared,157,1,0,0,0,0,Correct,Correct,Correct,10,1,Target,1,Correct,20,0,Sports,Hockey,0.45,Softball,0.15,Track,0.21,Golf,0.29,Tennis,0.54,Rugby,0.19,Swimming,0.34,0.45,s,1,7082,0.335820896,0.111940299,0.156716418,0.141791045,0.253731343,0.335820896,0.01542,0.020633333,0.335820896,0.207373272,0.19,0.12,0.31,0.29,0.34,0.06,0.21,0.15,0.23,0.1,0.19,0.12,-0.032526554,-0.056142534,0.013266223,-0.016250225
YA,Shared,157,0,1,0,0,0,Omm,Omm,Omm,35,0,Word3,3,FA_Old,50,1,Substances for Seasoning Food,Vanilla,0.11,Sugar,0.25,Cinnamon,0.17,Paprika,0.14,Oregano,0.19,Mustard,0.1,Garlic,0.29,0.17,s,1,8510,0.119565217,0.27173913,0.184782609,0.108695652,0.315217391,0.315217391,0.00708,0.005014286,0.184782609,0.136,0.28,0.23,0.25,0.11,,,0.26,0.13,0.31,0.18,0,0,0.057473446,0.053857466,-0.176733777,-0.136250225
YA,Shared,157,0,1,0,0,0,Omm,Omm,Omm,50,0,Word2,3,FA_Old,20,0,Toys,Ball,0.27,Video game,0.11,Blocks,0.12,Truck,0.23,Stuffed animal,0.2,Action figure,0.18,Train,0.12,0.11,s,1,4924,0.3375,0.1375,0.15,0.225,0.15,0.3375,0.00455,0.003828571,0.1375,0.089430894,0.23,0.05,0.33,0.09,0.28,0.1,,,0.32,0.06,0.33,0.09,0.007473446,-0.126142534,0.153266223,-0.046250225
YA,Shared,157,0,0,1,1,0,Comm1,Comm,Correct,60,1,Target,1,Correct,30,0,Transportation Vehicle,Van,0.32,Train,0.44,Truck,0.56,Bus,0.58,Airplane,0.54,Boat,0.3,Bike,0.42,0.32,s,1,7794,0.156862745,0.215686275,0.274509804,0.147058824,0.205882353,0.274509804,0.01092,0.012914286,0.156862745,0.101265823,0.28,0.1,0.32,0.06,0.32,0.09,0.22,0.07,0.25,0.09,0.28,0.1,0.057473446,-0.076142534,0.103266223,-0.036250225
YA,Shared,157,0,0,1,0,1,Comm2,Comm,Correct,50,1,Target,1,Correct,50,0,Type of Boat,Kayak,0.08,Rowboat,0.18,Fishing boat,0.22,Speedboat,0.23,Battleship,0.11,Yacht,0.29,Canoe,0.21,0.08,s,1,5707,0.081632653,0.183673469,0.224489796,0.295918367,0.214285714,0.295918367,0.00583,0.005247619,0.081632653,0.060606061,,,,,,,0.24,0.28,0.21,0.19,0,0,,,-0.176733777,-0.136250225
YA,Shared,157,0,1,0,0,0,Omm,Omm,Omm,30,1,Target,1,Correct,30,0,Type of Dance,Modern,0.16,Swing,0.24,Tango,0.38,Salsa,0.36,Waltz,0.28,Ballet,0.4,Tap,0.27,0.16,s,1,4753,0.110344828,0.165517241,0.262068966,0.275862069,0.186206897,0.275862069,0.01,0.007414286,0.110344828,0.076555024,,,0.29,0.06,0.3,0.13,0.28,0.19,0.25,0.06,0,0,,,-0.176733777,-0.136250225
YA,Shared,157,0,1,0,0,0,Omm,Omm,Omm,0,1,Target,1,Correct,60,0,Type of Fabric,Nylon,0.26,Denim,0.14,Leather,0.13,Polyester,0.58,Wool,0.5,Silk,0.7,Satin,0.17,0.26,s,1,9572,0.185714286,0.1,0.092857143,0.5,0.121428571,0.5,0.05775,0.055128571,0.185714286,0.10483871,0.32,0.16,0.22,0.29,0.24,0.06,0.32,0.11,0.27,0.22,0.32,0.16,0.097473446,-0.016142534,0.143266223,0.023749775
YA,Shared,157,0,0,1,1,0,Comm1,Comm,Correct,30,0,Word2,3,FA_Old,30,1,Type of Human Dwelling,Hotel,0.09,Shack,0.22,Hut,0.19,Cabin,0.09,Apartment,0.67,Trailer,0.13,Mansion,0.35,0.22,s,1,7124,0.091836735,0.224489796,0.193877551,0.132653061,0.357142857,0.357142857,0.00998,0.042747619,0.224489796,0.126436782,0.3,0.06,0.3,0.13,0.22,0.1,0.27,0.15,0.28,0.17,0.3,0.13,0.077473446,-0.116142534,0.123266223,-0.006250225
YA,Shared,157,0,1,0,0,0,Omm,Omm,Omm,30,0,Word3,3,FA_Old,30,1,Type of Music,Pop,0.36,Country,0.61,Alternative,0.34,Hip hop,0.44,Jazz,0.51,Classical,0.62,R and B,0.43,0.34,s,1,5154,0.152542373,0.258474576,0.144067797,0.262711864,0.18220339,0.262711864,0.01817,0.01252381,0.144067797,0.102719033,0.26,0.05,,,0.31,0.08,0.34,0.18,,,0.31,0.08,0.037473446,-0.126142534,0.133266223,-0.056250225
YA,Shared,157,0,0,1,1,0,Comm1,Comm,Correct,35,1,Target,1,Correct,50,0,Type of Reading Material,Textbook,0.17,Article,0.17,Book,0.92,Journal,0.21,Newspaper,0.71,Pamphlet,0.13,Magazine,0.93,0.17,s,1,6849,0.073275862,0.073275862,0.396551724,0.056034483,0.400862069,0.400862069,0.17738,0.139090476,0.073275862,0.052469136,0.33,0.24,0.24,0.13,0.33,0.04,,,0.32,0.06,0.33,0.24,0.107473446,0.063857466,0.153266223,0.103749775
YA,Shared,157,0,1,0,0,0,Omm,Omm,Omm,45,0,Word3,3,FA_Old,30,1,Vegetable,Spinach,0.14,Potato,0.28,Cucumber,0.31,Celery,0.27,Broccoli,0.42,Corn,0.3,Peas,0.31,0.31,s,1,6701,0.104477612,0.208955224,0.231343284,0.223880597,0.231343284,0.231343284,0.00527,0.0068,0.231343284,0.15270936,0.16,0.25,0.32,0.11,0.25,0.25,0.25,0.09,0.23,0.13,0.25,0.25,-0.062526554,0.073857466,0.073266223,0.113749775
YA,Shared,157,0,0,1,0,1,Comm2,Comm,Correct,40,0,Word2,3,FA_Old,20,0,Weapons,Bomb,0.18,Bat,0.22,Fist,0.13,Arrow,0.03,Rifle,0.12,Knife,0.95,Sword,0.28,0.22,s,1,4752,0.102272727,0.125,0.073863636,0.539772727,0.159090909,0.539772727,0.11477,0.095457143,0.125,0.115183246,0.31,0.11,0.21,0.1,0.29,0.08,0.24,0.09,0.31,0.09,0.21,0.1,0.087473446,-0.066142534,0.033266223,-0.036250225
YA,Shared,157,0,1,0,0,0,Omm,Omm,Omm,50,0,Word3,3,FA_Old,40,1,Weather Phenomenon,Flood,0.21,Drought,0.1,Thunderstorm,0.14,Lightning,0.21,Earthquake,0.18,Blizzard,0.18,Sleet,0.18,0.14,s,1,5506,0.259259259,0.12345679,0.172839506,0.222222222,0.222222222,0.259259259,0.00182,0.001547619,0.172839506,0.116666667,0.27,0.1,,,0.21,0.25,,,,,0.21,0.25,0.047473446,-0.076142534,0.033266223,0.113749775
YA,Shared,159,0,1,0,0,0,Omm,Omm,Omm,20,1,Target,1,Correct,40,0,Alcoholic Beverage,Tequila,0.24,Rum,0.43,Scotch,0.09,Champagne,0.09,Gin,0.23,Whiskey,0.32,Wine,0.54,0.24,s,1,8435,0.148148148,0.265432099,0.055555556,0.197530864,0.333333333,0.333333333,0.02993,0.027990476,0.148148148,0.12371134,,,0.29,0.18,,,0.26,0.14,0.23,0.07,0,0,,,-0.176733777,-0.136250225
YA,Shared,159,0,1,0,0,0,Omm,Omm,Omm,30,0,Word2,3,FA_Old,10,0,Article of Clothing,Short,0.34,Sweater,0.33,Jeans,0.2,Dress,0.19,Hat,0.44,Jacket,0.33,Shoe,0.53,0.33,s,1,8257,0.196531792,0.190751445,0.115606936,0.190751445,0.306358382,0.306358382,0.01393,0.01472381,0.190751445,0.139830508,0.27,0.14,0.23,0.21,0.25,0.11,0.28,0.1,0.23,0.08,0.23,0.21,0.047473446,-0.036142534,0.053266223,0.073749775
YA,Shared,159,0,0,1,1,0,Comm1,Comm,Correct,30,0,Alt2,2,FA_New,10,0,Article of Furniture,Recliner,0.12,Table,0.75,Bookshelf,0.04,Desk,0.49,Couch,0.7,Dresser,0.28,Bed,0.58,0.28,s,1,3576,0.06779661,0.423728814,0.02259887,0.15819209,0.327683616,0.423728814,0.09168,0.07862381,0.15819209,0.094594595,,,0.26,0.04,,,0.27,0.28,0.2,0.07,0.27,0.28,,,0.093266223,0.143749775
YA,Shared,159,0,1,0,0,0,Omm,Omm,Omm,30,0,Word2,3,FA_Old,70,1,Bird,Crow,0.24,Bluejay,0.4,Pigeon,0.2,Dove,0.12,Cardinal,0.38,Parrot,0.22,Hawk,0.3,0.4,s,1,9467,0.176470588,0.294117647,0.147058824,0.161764706,0.220588235,0.294117647,0.00652,0.010095238,0.294117647,0.215053763,0.25,0.14,,,0.26,0.15,0.26,0.14,0.29,0.24,0,0,0.027473446,-0.036142534,-0.176733777,-0.136250225
YA,Shared,159,0,1,0,0,0,Omm,Omm,Omm,30,0,Alt2,2,FA_New,40,1,Building for Religious Services,Monastery,0.07,Temple,0.67,Chapel,0.18,Sanctuary,0.05,Synagogue,0.54,Cathedral,0.2,Mosque,0.41,0.2,s,1,3344,0.045751634,0.437908497,0.117647059,0.130718954,0.267973856,0.437908497,0.05653,0.05772381,0.130718954,0.094339623,,,0.21,0.2,0.25,0.35,0.25,0.17,,,0.25,0.17,,,0.073266223,0.033749775
YA,Shared,159,0,1,0,0,0,Omm,Omm,Omm,30,1,Target,1,Correct,50,0,Carpenter's Tools,Sander,0.1,Tape measure,0.12,Level,0.13,Wrench,0.2,Saw,0.57,Drill,0.23,Screwdriver,0.48,0.1,s,1,5274,0.094339623,0.113207547,0.122641509,0.216981132,0.452830189,0.452830189,0.02497,0.035180952,0.094339623,0.054644809,,,,,0.31,0.05,0.33,0.05,0.25,0.29,0,0,,,-0.176733777,-0.136250225
YA,Shared,159,0,0,1,1,0,Comm1,Comm,Correct,50,0,Word2,3,FA_Old,40,1,Elective Office,Treasurer,0.23,Representative,0.23,Vice president,0.53,Governor,0.43,Mayor,0.41,Senator,0.55,Judge,0.06,0.23,,,9691,0.14375,0.14375,0.33125,0.34375,0.0375,0.34375,0.0452,0.032547619,0.14375,0.094262295,,,0.35,0.12,,,0.35,0.27,0.33,0.07,0.35,0.12,,,0.173266223,-0.016250225
YA,Shared,159,0,1,0,0,0,Omm,Omm,Omm,40,0,Word3,3,FA_Old,50,1,Fish,Salmon,0.51,Goldfish,0.44,Tuna,0.25,Catfish,0.27,Flounder,0.18,Blowfish,0.07,Swordfish,0.15,0.25,s,1,9249,0.35915493,0.309859155,0.176056338,0.049295775,0.105633803,0.35915493,0.03508,0.024890476,0.176056338,0.13368984,0.2,0.18,0.26,0.16,0.2,0.23,,,0.39,0.18,0.2,0.23,-0.022526554,0.003857466,0.023266223,0.093749775
YA,Shared,159,0,1,0,0,0,Omm,Omm,Omm,30,0,Word2,3,FA_Old,0,0,Footwear,Running,0.15,High heels,0.4,Slipper,0.22,Boot,0.58,Sneaker,0.32,Flip flop,0.32,Tennis,0.35,0.4,,,9950,0.104166667,0.277777778,0.152777778,0.222222222,0.243055556,0.277777778,0.01027,0.018728571,0.277777778,0.170940171,,,,,0.24,0.15,,,0.19,0.12,0,0,,,-0.176733777,-0.136250225
YA,Shared,159,0,1,0,0,0,Omm,Omm,Omm,20,0,Word2,3,FA_Old,0,0,Four-footed animal,Bear,0.37,Deer,0.23,Goat,0.13,Zebra,0.13,Horse,0.52,Cow,0.35,Lion,0.41,0.23,s,1,8249,0.248322148,0.154362416,0.087248322,0.234899329,0.275167785,0.275167785,0.01332,0.021728571,0.154362416,0.107476636,0.27,0.05,0.26,0.09,0.24,0.07,0.21,0.09,0.2,0.1,0.26,0.09,0.047473446,-0.126142534,0.083266223,-0.046250225
YA,Shared,159,0,1,0,0,0,Omm,Omm,Omm,30,1,Target,1,Correct,30,0,Fruit,Banana,0.71,Grape,0.52,Pear,0.5,Pineapple,0.26,Strawberry,0.4,Peach,0.4,Orange,0.86,0.71,s,1,6033,0.237458194,0.173913043,0.16722408,0.133779264,0.287625418,0.287625418,0.03402,0.041414286,0.237458194,0.194520548,0.2,0.06,0.23,0.16,0.21,0.17,0.25,0.19,0.2,0.06,0.2,0.06,-0.022526554,-0.116142534,0.023266223,-0.076250225
YA,Shared,159,0,1,0,0,0,Omm,Omm,Omm,60,0,Word3,3,FA_Old,0,0,Fuel,Oil,0.33,Propane,0.1,Diesel,0.38,Natural gas,0.12,Solar,0.14,Electricity,0.11,Coal,0.2,0.38,s,1,6589,0.294642857,0.089285714,0.339285714,0.098214286,0.178571429,0.339285714,0.01613,0.012890476,0.339285714,0.275362319,0.27,0.05,,,0.22,0.43,0.24,0.11,0.25,0.12,0.22,0.43,0.047473446,-0.126142534,0.043266223,0.293749775
YA,Shared,159,0,1,0,0,0,Omm,Omm,Omm,30,0,Alt2,2,FA_New,20,0,Gardener's Tools,Rake,0.62,Glove,0.27,Seed,0.07,Hoe,0.69,Clippers,0.06,Spade,0.16,Water hose,0.07,0.16,s,1,2728,0.521008403,0.226890756,0.058823529,0.134453782,0.058823529,0.521008403,0.05237,0.072457143,0.134453782,0.082474227,,,0.25,0.08,0.34,0.12,0.25,0.19,0.23,0.13,0.25,0.19,,,0.073266223,0.053749775
YA,Shared,159,0,0,1,1,0,Comm1,Comm,Correct,30,0,Alt2,2,FA_New,0,0,Herb,Garlic,0.18,Rosemary,0.22,Thyme,0.27,Oregano,0.39,Cinnamon,0.07,Parsley,0.23,Cilantro,0.07,0.23,s,1,5963,0.18556701,0.226804124,0.278350515,0.237113402,0.072164948,0.278350515,0.00583,0.012728571,0.237113402,0.160839161,0.31,0.18,,,,,0.26,0.24,,,0.26,0.24,0.087473446,0.003857466,0.083266223,0.103749775
YA,Shared,159,0,1,0,0,0,Omm,Omm,Omm,40,1,Target,1,Correct,,0,Insect,Ant,0.57,Spider,0.43,Wasp,0.17,Beetle,0.31,Moth,0.15,Fly,0.61,Bee,0.41,0.57,s,1,8712,0.260273973,0.196347032,0.077625571,0.278538813,0.187214612,0.278538813,0.02992,0.032380952,0.260273973,0.21509434,0.25,0.1,0.26,0.09,0.18,0.25,0.31,0.07,0.2,0.11,0.25,0.1,0.027473446,-0.076142534,0.073266223,-0.036250225
YA,Shared,159,0,0,1,1,0,Comm1,Comm,Correct,30,0,Word3,3,FA_Old,40,1,Kitchen Utensil,Pot,0.2,Knife,0.95,Spoon,0.93,Spatula,0.55,Ladle,0.14,Whisk,0.15,Pan,0.22,0.93,s,1,4759,0.081632653,0.387755102,0.379591837,0.06122449,0.089795918,0.387755102,0.16945,0.131980952,0.379591837,0.296178344,0.28,0.08,0.24,0.09,0.18,0.13,0.25,0.2,0.28,0.15,0.18,0.13,0.057473446,-0.096142534,0.003266223,-0.006250225
YA,Shared,159,0,1,0,0,0,Omm,Omm,Omm,40,0,Word3,3,FA_Old,10,0,Liquid,Soda,0.52,Water,1,Oil,0.12,Juice,0.52,Milk,0.35,Tea,0.1,Alcohol,0.15,0.12,s,1,5257,0.275132275,0.529100529,0.063492063,0.052910053,0.079365079,0.529100529,0.15072,0.103661905,0.063492063,0.043478261,0.2,0.12,0.28,0.04,0.27,0.05,0.19,0.07,0.27,0.11,0.27,0.05,-0.022526554,-0.056142534,0.093266223,-0.086250225
YA,Shared,159,0,1,0,0,0,Omm,Omm,Omm,20,0,Word2,3,FA_Old,50,1,Member of Clergy,Nun,0.29,Bishop,0.33,Rabbi,0.1,Pastor,0.19,Monk,0.09,Cardinal,0.2,Deacon,0.18,0.33,s,1,5833,0.263636364,0.3,0.090909091,0.181818182,0.163636364,0.3,0.00835,0.00792381,0.3,0.239130435,0.24,0.12,0.22,0.28,,,,,,,0.22,0.28,0.017473446,-0.056142534,0.043266223,0.143749775
